iso3,year,ghiv,hincome,g.whoregion,newinc,c.newinc,newrel.hivpos,newrel.hivtest,newrel.art,hivtest.f,hivtest.p,hivtest.pos.f,hivtest.pos.p,hiv.art.f,hiv.art.p,newrel.tbhiv.flg,c.notified,tbhiv.surv.prev,tbhiv.surv.yr,tbhiv.sentin.prev,tbhiv.sentin.yr,hivtest.coverage,tbhiv.surv,tbhiv.surv.lo,tbhiv.surv.hi,tbhiv.sentin,tbhiv.sentin.lo,tbhiv.sentin.hi,tbhiv.routine,tbhiv.routine.ok,tbhiv.routine.sd,tbhiv.surv.sd,tbhiv.sentin.sd,tbhiv,tbhiv.sd,itbhiv,inc,inc.sd,pop,inc.hat,newinc.hat,mort.hat,mort.nh.hat,mort.h.hat,g.income,g.gbd,g.mdr,g.hbc,g.hbmdr,g.hbtbhiv,newinc2019,short,imp.newinc,source.inc,inc2019,inc.md,inc.md.sd,hiv.num,hiv.lo.num,hiv.hi.num,mort.hiv.num,mort.hiv.lo.num,mort.hiv.hi.num,hiv,hiv.lo,hiv.hi,hiv.sd,mort.hiv,mort.hiv.lo,mort.hiv.hi,mort.hiv.sd,inc.h,inc.h.sd,inc.nh,inc.nh.sd,fi.h,fi.h.sd,fi.nh,fi.nh.sd,irr,irr.sd,e.irr,e.tbhiv,e.tbhiv.sd,old.source.inc,inc.lo,inc.hi,inc.nh.lo,inc.nh.hi,inc.h.lo,inc.h.hi,tbhiv.lo,tbhiv.hi
ABW,2000,FALSE,TRUE,AMR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.10135226405588,0.620001448779787,90866,,,,,,HIC,,AMR,FALSE,FALSE,FALSE,1.88129056532782,,7.04465414265729,"Case notifications, Standard adjustment",2.16348415012699,,,,,,,,,,,,,,,,,,,,,,,,,,,141.346055752603,,,"Case notifications,
Standard adjustment",6.93171445274957,9.36082800836007,0,,,,,
ABW,2001,FALSE,TRUE,AMR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.74726125903437,0.669433259619978,92892,,,,,,HIC,,AMR,FALSE,FALSE,FALSE,1.88129056532782,,7.60631413829076,"Case notifications, Standard adjustment",2.16348415012699,,,,,,,,,,,,,,,,,,,,,,,,,,,121.089971080297,,,"Case notifications,
Standard adjustment",7.4843696222901,10.1071528538053,0,,,,,
ABW,2002,FALSE,TRUE,AMR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.37034094137469,0.717117929186839,94992,,,,,,HIC,,AMR,FALSE,FALSE,FALSE,1.88129056532782,,8.14812255771713,"Case notifications, Standard adjustment",2.16348415012699,,,,,,,,,,,,,,,,,,,,,,,,,,,118.507335402411,,,"Case notifications,
Standard adjustment",8.01749144314601,10.8270991975692,0,,,,,
ABW,2003,FALSE,TRUE,AMR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.95903088143331,0.762170730721937,97016,,,,,,HIC,,AMR,FALSE,FALSE,FALSE,1.88129056532782,,8.66002685342027,"Case notifications, Standard adjustment",2.16348415012699,,,,,,,,,,,,,,,,,,,,,,,,,,,128.005623029497,,,"Case notifications,
Standard adjustment",8.52118854211219,11.5073093815181,0,,,,,
ABW,2004,FALSE,TRUE,AMR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.5017706495619,0.803706937466471,98744,,,,,,HIC,,AMR,FALSE,FALSE,FALSE,1.88129056532782,,9.1319744778799,"Case notifications, Standard adjustment",2.16348415012699,,,,,,,,,,,,,,,,,,,,,,,,,,,59.8623856045279,,,"Case notifications,
Standard adjustment",8.98556954864541,12.1344257502085,0,,,,,
ABW,2005,FALSE,TRUE,AMR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.9869998161121,0.840841822661642,100028,,,,,,HIC,,AMR,FALSE,FALSE,FALSE,1.88129056532782,,9.55391288357575,"Case notifications, Standard adjustment",2.16348415012699,,,,,,,,,,,,,,,,,,,,,,,,,,,70.9901154729451,,,"Case notifications,
Standard adjustment",9.40074309435977,12.6950906503785,0,,,,,
ABW,2006,FALSE,TRUE,AMR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.4031579514357,0.87269065954865,100830,,,,,,HIC,,AMR,FALSE,FALSE,FALSE,1.88129056532782,,9.91578952298755,"Case notifications, Standard adjustment",2.16348415012699,,,,,,,,,,,,,,,,,,,,,,,,,,,56.4729983621153,,,"Case notifications,
Standard adjustment",9.75681781237167,13.1759464302852,0,,,,,
ABW,2007,FALSE,TRUE,AMR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.7386846258843,0.898368721368695,101226,,,,,,HIC,,AMR,FALSE,FALSE,FALSE,1.88129056532782,,10.207551848595,"Case notifications, Standard adjustment",2.16348415012699,,,,,,,,,,,,,,,,,,,,,,,,,,,37.7589393949628,,,"Case notifications,
Standard adjustment",10.0439023364983,13.5636354388943,0,,,,,
ABW,2008,FALSE,TRUE,AMR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.9820194098096,0.916991281362977,101362,,,,,,HIC,,AMR,FALSE,FALSE,FALSE,1.88129056532782,,10.4191473128779,"Case notifications, Standard adjustment",2.16348415012699,,,,,,,,,,,,,,,,,,,,,,,,,,,37.3071352832364,,,"Case notifications,
Standard adjustment",10.2521053003097,13.8448000249216,0,,,,,
ABW,2009,FALSE,TRUE,AMR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.1216018735632,0.927673612772696,101452,,,,,,HIC,,AMR,FALSE,FALSE,FALSE,1.88129056532782,,10.5405233683159,"Case notifications, Standard adjustment",2.16348415012699,,,,,,,,,,,,,,,,,,,,,,,,,,,38.4974975538209,,,"Case notifications,
Standard adjustment",10.3715353360342,14.0060825357265,0,,,,,
