iso3,inc.bc,inc.bc.sd,inc.bc.lo,inc.bc.hi
ABW,0.849547619613302,0.0650163994602016,0.726893986868091,0.981622778090276
AFG,113.830891925755,22.9576732632287,73.3617122765811,163.035493812213
AGO,259.194640995508,52.6809706648887,166.399234299942,372.161916294466
AIA,15.5649176846438,3.1391680093939,10.0318265335038,22.2935855012926
ALB,9.89944058701454,0.798762191672758,8.39579815614306,11.5251021623944
AND,1.17391834796653,0.0898406898953974,1.00443359594865,1.35642187143721
ARE,0.320977719854321,0.0245646214174226,0.27463649710302,0.370878620308728
ARG,21.6672007050792,1.74827461920472,18.3761181885756,25.2253189654245
ARM,13.1840466720272,1.71542554592929,10.0379703762379,16.7523605082243
ASM,0.179240690524217,0.0144625027587785,0.152015631028569,0.208675259255058
ATG,1.85243854986589,0.141768256367288,1.58499220694938,2.14042832466777
AUS,3.50719134491078,0.268407500886029,3.0008392784122,4.05243731294591
AUT,2.91049803850353,0.22274219682425,2.49029388712429,3.3629790986037
AZE,37.6082091631648,4.89334453525755,28.6337128462018,47.7868726027335
BDI,63.7153570616951,12.8502581726621,41.0644129804036,91.2581780984457
BEL,5.35299831315729,0.409668238251834,4.58015663192098,6.18520235944787
BEN,40.052579165977,8.07789525051892,25.8141441868254,57.366826354153
BFA,31.4598273049678,6.34488975771803,20.2761574868342,45.0596323678815
BGD,139.243850420776,19.0377854112973,104.450125243541,178.954873235319
BGR,11.8162466868684,1.53745598205923,8.99656761494521,15.0143626640583
BHR,5.86354478571994,0.448740672376527,5.01699255038829,6.77512078919999
BHS,6.91951143977595,0.529554446921629,5.9205030861272,7.99525289693298
BIH,18.3492375324602,2.38748781724896,13.9705898434212,23.3155154747926
BLR,19.1878133686156,2.49659805080055,14.6090552368208,24.3810519072891
BLZ,17.8638198607974,1.44138891265987,15.1504460157494,20.7973632890236
BMU,4.36960486032311,0.33440853522881,3.73874131256153,5.04892585136162
BOL,66.2101415347276,13.0852561147383,43.091606307669,94.2104443773962
BRA,31.214967759605,2.46196015425733,26.576021638723,36.2214668380559
BRB,1.89377775396196,0.144931970966477,1.6203630474005,2.1881943330696
BRN,53.0761586069453,4.06195091379683,45.4131241546185,61.3275049012377
BTN,79.2459926233818,10.1079072223701,60.6818077195061,100.247686135379
BWA,155.950323678503,19.6114256060818,119.895473115642,196.66445904484
CAF,345.887937717052,69.7594662173826,222.888769938715,495.37171319068
CAN,4.17346627604329,0.319397929289028,3.57092036407564,4.82229461073017
CHE,2.72487223589357,0.208536140502059,2.33146790105412,3.14849497782163
CHL,8.92024491742018,0.682671804904605,7.63237856594169,10.3070293039644
CHN,43.6892392542287,3.46296941883622,37.1654325671244,50.7325486765053
CIV,85.3269994118378,17.4014015487642,54.6926584233536,122.658016871902
CMR,116.643898412715,23.5250068029826,75.1745198154423,167.064329924224
COD,213.524512312894,43.0641094384138,137.604551114668,305.814805950682
COG,224.456115814008,47.1046172565119,141.79961733927,325.738613465877
COK,10.3382687816303,0.791194039410486,8.84567347945058,11.9455051996082
COL,24.4479635070674,3.18101582839147,18.6139639158874,31.0648568862693
COM,23.4070430768279,4.72078570167075,15.0861297000664,33.5257703529101
CPV,28.1180071797732,3.65853891575988,21.40821171493,35.7281893385647
CRI,7.45849157533781,0.97045219125165,5.6786969023579,9.47716827963952
CUB,4.38645875923033,0.353932869378596,3.7201937417535,5.10679362278517
CUW,5.64007638144711,0.431638498580137,4.82578757869341,6.51691093873838
CYM,1.38014000541135,0.105622959597807,1.1808819349782,1.59470381711725
CYP,3.54274242241568,0.271128246613445,3.03125764886502,4.09351533646089
CZE,2.91901633972061,0.22339410763168,2.49758235432342,3.37282169755501
DEU,3.85054081079582,0.294684245724169,3.29461746392251,4.44916557592176
DJI,95.4682979615043,12.4217367568202,72.6857131485861,121.305920753493
DMA,34.0052035225647,2.74379856671816,28.8400469675132,39.5894032421519
DNK,2.99021137468003,0.228842707245921,2.55849857003028,3.45508506860697
DOM,29.5258669091275,3.84172080254306,22.4801076432233,37.5170818941219
DZA,14.6011459648448,1.89980962681815,11.1169075698171,18.552999992957
ECU,32.7345683917651,4.25921693476294,24.9231001791904,41.5942060344686
EGY,4.54472809433139,0.29708645357534,3.98105504892861,5.14517630283034
ERI,40.4960531905851,13.4737754897555,18.5479332701397,70.8630168627858
ESP,5.49375072825943,0.420440106754548,4.70058780770461,6.34783681024652
EST,7.65805885046045,0.586075932433199,6.55242198952056,8.84861822612771
ETH,72.267275791546,12.0229940671278,50.6489705728182,97.6644005202272
FIN,1.93168656776338,0.147833155696177,1.65279876132342,2.23199664497326
FJI,31.7856315275704,4.0542897356595,24.339747774413,40.2096577797546
FRA,4.17568948140372,0.319568072556407,3.57282259273843,4.82486344641104
FSM,54.1982046197272,7.05193079644089,41.2646760520374,68.8668084870344
