iso3,year,hiv,tb,ill_def,tb_seq,total,prop.tb,tb.imp,garbage,garbage.imp,totaltb,seq.prop,tb.prop,codqual,min.coverage,max.coverage,min.usability,max.usability,use.ghe,keep.vr,ghe.env,env,env.nm,vr.coverage,tb.adj,tb.adj.sd,pop,ihme.env,env.ratio
BLZ,2002,68,17,27,,1284,0.0132398753894081,17,0.0210280373831776,0.0210280373831776,17,,0.0135242641209228,high,100,100,72,91,no,TRUE,1210.2046,1210.2046,17,1,16.3671266507558,0.0878902982439157,262387,1288.3476,0.93934633789825
BLZ,2003,84,15,25,,1277,0.0117462803445576,15,0.0195771339075959,0.0195771339075959,15,,0.0119808306709265,high,100,100,72,91,no,TRUE,1201.4152,1201.4152,17,1,14.3939520766773,0.071854792715043,269428,1299.8951,0.924240117529484
BLZ,2004,85,7,33,1,1298,0.00539291217257319,7,0.0254237288135593,0.0254237288135593,8,0.125,0.00632411067193676,high,100,100,72,91,no,TRUE,1203.5963,1203.5963,17,1,7.6116762055336,0.0496413665578279,276516,1328.9654,0.905664135424444
BLZ,2005,76,6,17,,1369,0.0043827611395179,6,0.012417823228634,0.012417823228634,6,,0.00443786982248521,high,100,100,72,91,no,TRUE,1183.7927,1183.7927,17,1,5.25351789940828,0.016514386887933,283798,1338.2605,0.88457568612389
BLZ,2006,75,16,29,,1395,0.0114695340501792,16,0.0207885304659498,0.0207885304659498,16,,0.0117130307467057,high,100,100,72,91,no,TRUE,1225.6085,1225.6085,17,1,14.3555900439239,0.0761918212433738,291338,1366.9763,0.896583576467273
BLZ,2007,79,8,33,,1386,0.00577200577200577,8,0.0238095238095238,0.0238095238095238,8,,0.00591278640059128,high,100,100,72,91,no,TRUE,1248.7688,1248.7688,17,1,7.38370317812269,0.0450225803544067,299031,1371.6441,0.910417505532229
BLZ,2008,62,15,17,,1301,0.0115295926210607,15,0.0130668716372022,0.0130668716372022,15,,0.0116822429906542,high,100,100,72,91,no,TRUE,1270.45,1270.45,17,1,14.8417056074766,0.0491255832023174,306822,1377.1645,0.922511435634595
BLZ,2009,101,13,13,,1453,0.00894700619408121,13,0.00894700619408121,0.00894700619408121,13,,0.00902777777777778,high,100,100,72,91,no,TRUE,1331.057,1331.057,17,1,12.0164868055556,0.0271205431375381,314655,1426.312,0.933215874226677
BLZ,2010,104,13,23,,1557,0.00834938985228003,13,0.014771997430957,0.014771997430957,13,,0.00847457627118644,high,100,100,72,91,no,TRUE,1409.1606,1409.1606,17,1,11.9420389830509,0.0447631839325568,322465,1493.3299,0.94363649987856
BLZ,2011,99,12,15,,1555,0.00771704180064309,12,0.00964630225080386,0.00964630225080386,12,,0.00779220779220779,high,100,100,72,91,no,TRUE,1448.7041,1448.7041,17,1,11.2886033766234,0.0274884822482715,330236,1526.0389,0.949323179114241
BLZ,2012,105,7,13,,1536,0.00455729166666667,7,0.00846354166666667,0.00846354166666667,7,,0.00459619172685489,high,100,100,72,91,no,TRUE,1479.0944,1479.0944,17,1,6.7982014445174,0.0145069958599352,338001,1540.2522,0.960293645417289
BLZ,2013,110,15,12,,1611,0.00931098696461825,15,0.0074487895716946,0.0074487895716946,15,,0.00938086303939963,high,100,100,72,91,no,TRUE,1531.3329,1531.3329,17,1,14.3652242026266,0.0269516401550218,345707,1587.2512,0.964770352670075
BLZ,2014,101,4,12,,1587,0.00252047889098929,4,0.00756143667296786,0.00756143667296786,4,,0.00253968253968254,high,100,100,72,91,no,TRUE,1603.061,1603.061,17,0.989981042518033,4.07126603174603,0.0181339358915594,353366,1661.4772,0.964840805519329
BLZ,2015,114,8,19,,1772,0.00451467268623025,8,0.0107223476297968,0.0107223476297968,8,,0.00456360524814604,high,100,100,72,91,no,TRUE,1666.2739,1666.2739,17,1,7.60421631488876,0.0206046933803317,360926,1736.0596,0.959802244116504
BLZ,2016,121,7,18,,1802,0.00388457269700333,7,0.00998890122086571,0.00998890122086571,7,,0.0039237668161435,high,100,100,72,91,no,TRUE,1708.4887,1708.4887,17,1,6.70371126681614,0.0169095855945476,368399,1782.6793,0.958382531283108
BOL,2000,1,230,9995,,19439,0.0118318843561912,230,0.514172539739699,0.514172539739699,230,,0.0243540872511648,very low,67,68,24,28,no,FALSE,66974.21,66974.21,4,0.290246051427856,1631.09575391783,2484.04492939965,8418270,60381.718,1.10918026545717
BOL,2001,7,161,8758,,17760,0.00906531531531532,161,0.493130630630631,0.493130630630631,161,,0.0178849144634526,very low,67,68,24,28,no,FALSE,66380.78,66380.78,4,0.267547323186019,1187.21457231726,1891.82747605494,8580244,60053.379,1.10536294718737
BOL,2002,10,280,11827,,24277,0.0115335502739218,280,0.487168925320262,0.487168925320262,280,,0.0224899598393574,very low,67,68,24,28,no,FALSE,66358.65,66358.65,4,0.365845296732227,1492.40337349398,1615.53114699811,8742822,60270.071,1.10102159992478
BOL,2003,16,204,10116,,22472,0.00907796368814525,204,0.450160199359203,0.450160199359203,204,,0.016510197474911,very low,67,68,24,28,no,FALSE,66062.35,66062.35,4,0.340163497059974,1090.70244415669,1185.20652338407,8905820,60296.706,1.09562121022001
BRA,2000,10707,5468,134732,467,939454,0.00582040206332614,5468,0.143415217775431,0.143415217775431,5935,0.0786857624262848,0.00737521777707084,high,100,100,73,84,yes,TRUE,991177.7,991177.7,20,0.947815916358893,7310.15139327619,423.444181698552,174790339,1049384.1,0.944532797857334
BRA,2001,10918,5352,134984,486,957171,0.00559147738491868,5352,0.141023913177478,0.141023913177478,5838,0.0832476875642343,0.00710057444352684,high,100,100,73,84,yes,TRUE,1001254.9,1001254.9,20,0.955971351550939,7109.48495439602,387.101882195076,177196051,1062946.9,0.941961352914242
BRA,2002,11019,5092,133383,444,978078,0.00520612875455741,5092,0.136372559243741,0.136372559243741,5536,0.0802023121387283,0.0065538448789208,high,100,100,73,84,yes,TRUE,1017149.6,1017149.6,20,0.961587164759245,6666.24069705634,340.248217674596,179537523,1080361.3,0.941490221835973
BRA,2003,11262,4901,132562,541,997878,0.00491142203756371,4901,0.132843894744648,0.132843894744648,5442,0.0994119808893789,0.00628903198369151,high,100,100,73,84,yes,TRUE,1029409.7,1029409.7,20,0.969369144277541,6473.99052762228,306.922863856237,181809244,1097838.8,0.937669264376519
BRA,2004,10992,4928,126272,556,1020216,0.00483034965144636,4928,0.123769868341606,0.123769868341606,5484,0.101385849744712,0.00613461245894597,high,100,100,73,84,yes,TRUE,1047548.4,1047548.4,20,0.973908222283572,6426.30346598892,276.054341242614,184006479,1113423,0.940835962612592
BRA,2005,11071,4675,103840,551,1003350,0.00465939104001595,4675,0.103493297453531,0.103493297453531,5226,0.105434366628396,0.00580982979622239,high,100,100,73,84,yes,TRUE,1026592.3,1026592.3,20,0.977359756156363,5964.32653311247,210.659229407944,186127108,1112238.6,0.92299646856349
BRA,2006,11024,4774,84851,506,1027883,0.00464449747685291,4774,0.0825492784684638,0.0825492784684638,5280,0.0958333333333333,0.00559896164711272,high,100,100,73,84,yes,TRUE,1048057.5,1048057.5,20,0.980750579047428,5868.03374646884,163.380770281327,188167353,1130317.6,0.927223905918124
BRA,2007,11334,4678,79576,450,1044006,0.00448081716005464,4678,0.0762217841659914,0.0762217841659914,5128,0.0877535101404056,0.0053171303256846,high,100,100,73,84,yes,TRUE,1062636.9,1062636.9,20,0.982467294331676,5650.17888618148,143.837954246896,190130445,1148682.1,0.925092242666618
BRA,2008,11784,4811,79113,433,1071080,0.00449172797550136,4811,0.0738628300407066,0.0738628300407066,5244,0.0825705568268497,0.00528646618284681,high,100,100,73,84,yes,TRUE,1087028.5,1087028.5,20,0.98532835155656,5746.53940504069,137.674604007057,192030362,1171724.9,0.92771648020794
BRA,2009,12089,4753,78275,444,1098999,0.00432484469958571,4753,0.0712239046623336,0.0712239046623336,5197,0.0854339041754859,0.00509148408384637,high,100,100,73,84,yes,TRUE,1112226.9,1112226.9,20,0.988106833236995,5662.88555897579,126.912478548169,193886505,1197568.2,0.928737837227141
BRA,2010,12107,4617,78916,418,1132962,0.00407515874318821,4617,0.0696545868263896,0.0696545868263896,5035,0.0830188679245283,0.00477683137168587,high,100,100,73,84,yes,TRUE,1146161.1,1146161.1,20,0.988484079594046,5475.01829948598,119.618085491284,195713637,1222110,0.937854284802514
BRA,2011,12115,4503,77646,403,1166348,0.0038607688271425,4503,0.0665718979241187,0.0665718979241187,4906,0.0821443130860171,0.00450628362949641,high,100,100,73,84,yes,TRUE,1178612.6,1178612.6,20,0.989594036242273,5311.1626648982,109.655769415918,197514541,1246873.3,0.945254501800624
BRA,2012,12048,4369,74239,418,1177400,0.00371071853235944,4369,0.0630533378630882,0.0630533378630882,4787,0.0873198245247546,0.00433934847225382,high,100,100,73,84,yes,TRUE,1186300.7,1186300.7,20,0.992497096225265,5147.77213017864,96.9904280905993,199287292,1257164.7,0.943631888486847
BRA,2013,12527,4584,71071,406,1206633,0.00379900102185171,4584,0.0589002621343855,0.0589002621343855,4990,0.0813627254509018,0.00439429991493199,high,100,100,73,84,yes,TRUE,1215095,1215095,20,0.993035935461836,5339.49185513429,93.4924305573793,201035904,1278347.8,0.950519881991427
BRA,2014,12552,4413,70457,369,1223430,0.00360707192074741,4413,0.0575897272422615,0.0575897272422615,4782,0.0771643663739021,0.0041475385806953,high,100,100,73,84,yes,TRUE,1230692.4,1230692.4,20,0.994098931625807,5104.34420996849,86.0181828612258,202763744,1294713,0.950552284560362
BRA,2015,12645,4571,71032,355,1260895,0.00362520273297935,4571,0.0563345877333164,0.0563345877333164,4926,0.0720665854648802,0.00413997241699254,high,100,100,73,84,yes,TRUE,1268131.4,1268131.4,20,0.994293651273046,5250.02901712214,86.3358578096222,204471759,1319520.2,0.961054934968029
BRA,2016,12509,4451,75226,330,1306595,0.00340656439064898,4451,0.0575740761291755,0.0575740761291755,4781,0.0690232169002301,0.00388267042616795,high,100,100,73,84,yes,TRUE,1315875.2,1315875.2,20,0.992947507483992,5109.10972356783,87.6567966470181,206163056,1359332.2,0.968030625626319
BRA,2017,11700,4570,71179,328,1309696,0.00348935936278342,4570,0.0543477264953088,0.0543477264953088,4898,0.0669661086157615,0.00395472972918418,high,100,100,73,84,yes,TRUE,1312683.4,1312683.4,20,0.997724203718886,5191.30806698657,77.7180754522046,207833825,1362176.4,0.963666232948978
BRA,2018,11204,4504,69970,298,1313939,0.00342786080632358,4504,0.0532520916115588,0.0532520916115588,4802,0.0620574760516452,0.0038602248126762,high,100,100,73,84,yes,TRUE,1349462.5,1349462.5,20,0.973675815370935,5209.22862627606,110.440806821965,209469320,1382045.1,0.976424358365729
BRA,2019,10608,4479,78481,351,1345543,0.00332876764250566,4479,0.0583266383905977,0.0583266383905977,4830,0.0726708074534162,0.0038119681594113,high,100,100,73,84,yes,TRUE,1372409.9,1372409.9,20,0.980423560045727,5231.58284046085,108.742955340501,211049519,1411015.8,0.972639640179791
BRB,2000,89,,82,,2427,,1,0.0337865677791512,0.0337865677791512,1,,0.000426439232409382,high,100,100,70,84,yes,TRUE,2655.672,2655.672,14,0.913892980759672,1.13248272921109,0.0375086006875765,271511,2378.3018,1.11662531643377
BRB,2001,53,,88,,1709,,1,0.0514921006436513,0.0514921006436513,1,,0.000616903146206046,high,100,100,70,84,yes,TRUE,2657.779,2657.779,14,0.643018098946526,1.63959222702036,0.262167610971305,272494,2336.4592,1.13752425036996
BRB,2002,45,1,69,,2238,0.000446827524575514,1,0.0308310991957105,0.0308310991957105,1,,0.000461041954817888,high,100,100,70,84,yes,TRUE,2774.405,2774.405,14,0.806659445899211,1.27911710465652,0.0892558656920912,273423,2408.7456,1.15180490625494
BRB,2003,30,,75,,2626,,1.5,0.0285605483625286,0.0285605483625286,1.5,,0.000588004704037632,high,100,100,70,84,yes,TRUE,2891.108,2891.108,14,0.908302284106993,1.69998510388083,0.0566619495992455,274331,2480.7304,1.16542611804975
BRB,2004,17,2,65,,2297,0.00087070091423596,2,0.0282977797126687,0.0282977797126687,2,,0.000896057347670251,high,100,100,70,84,yes,TRUE,2953.632,2953.632,14,0.777686590611153,2.64662365591398,0.213921183026939,275283,2505.1148,1.17904057730209
BRB,2005,19,2,69,,2500,8e-04,2,0.0276,0.0276,2,,0.000822706705059646,high,100,100,70,84,yes,TRUE,2900.365,2900.365,14,0.861960477388191,2.38614973262032,0.115176385155423,276320,2452.5609,1.18258633251472
BRB,2006,22,,59,,2326,,2.5,0.0253654342218401,0.0253654342218401,2.5,,0.00110277900308778,high,100,100,70,84,yes,TRUE,2925.032,2925.032,14,0.79520497553531,3.22566387295986,0.234074773891875,277475,2461.6978,1.18821733520662
BRB,2007,23,3,45,,2362,0.0012701100762066,3,0.0190516511430991,0.0190516511430991,3,,0.00129477772982305,high,100,100,70,84,yes,TRUE,2953.644,2953.644,14,0.799690145460997,3.82431247302546,0.262702372688479,278701,2469.2646,1.19616342452729
BRB,2008,16,1,71,,2412,0.000414593698175788,1,0.0294361525704809,0.0294361525704809,1,,0.000427167876975651,high,100,100,70,84,yes,TRUE,2957.159,2957.159,14,0.815647721343357,1.26320333190944,0.0831198314594178,279946,2464.6403,1.19983390679768
BRB,2009,12,,21,,2363,,1,0.00888700804062632,0.00888700804062632,1,,0.000426985482493595,high,100,100,70,84,yes,TRUE,2906.312,2906.312,14,0.813057923581501,1.24095303159693,0.0747528487581687,281107,2429.3696,1.19632352360053
BRB,2010,10,,50,,2265,,1,0.022075055187638,0.022075055187638,1,,0.000451467268623025,high,100,100,70,84,yes,TRUE,2930.743,2930.743,14,0.7728415627027,1.32313453724605,0.106887616601817,282131,2465.7341,1.18858842078714
BRB,2011,17,1,26,,2434,0.000410846343467543,1,0.0106820049301561,0.0106820049301561,1,,0.000415282392026578,high,100,100,70,84,yes,TRUE,2975.885,2975.885,14,0.817907950071995,1.23583264119601,0.0728624189623753,282987,2510.8342,1.18521764599192
BRB,2012,3,,27,,2326,,1.5,0.0116079105760963,0.0116079105760963,1.5,,0.000652457590256633,high,100,100,70,84,yes,TRUE,2982.432,2982.432,14,0.779900430252894,1.94591039582427,0.144616945806761,283698,2529.0941,1.17924912323349
BRB,2013,3,2,34,,2489,0.000803535556448373,2,0.0136601044596223,0.0136601044596223,2,,0.000814663951120163,high,100,100,70,84,yes,TRUE,3023.868,3023.868,14,0.823117940333374,2.46343625254583,0.142705708158171,284294,2589.4744,1.16775357964535
BRN,2000,2,15,68,,965,0.0155440414507772,15,0.0704663212435233,0.0704663212435233,15,,0.0167224080267559,medium,80,83,70,72,yes,TRUE,1136.988,1136.988,20,0.848733671771382,19.0131772575251,1.27172084271988,333166,1124.0472,1.01151268380901
BRN,2001,3,13,73,,1014,0.0128205128205128,13,0.0719921104536489,0.0719921104536489,13,,0.0138150903294368,medium,80,83,70,72,yes,TRUE,1176.2301,1176.2301,20,0.862076221310779,16.2497250797024,1.0155219063419,340037,1126.3706,1.04426562625125
BRN,2002,3,10,57,,1041,0.00960614793467819,10,0.0547550432276657,0.0547550432276657,10,,0.0101626016260163,medium,80,83,70,72,yes,TRUE,1207.3143,1207.3143,20,0.862244404791693,12.2694542682927,0.696124133969968,346777,1159.6045,1.04114316562242
BRN,2003,0,9,48,,1010,0.00891089108910891,9,0.0475247524752475,0.0475247524752475,9,,0.00935550935550936,medium,80,83,70,72,yes,TRUE,1230.4328,1230.4328,20,0.820849379177798,11.5113255717256,0.80301906313147,353295,1207.8393,1.01870571689462
BRN,2004,0,12,49,,1009,0.0118929633300297,12,0.0485629335976214,0.0485629335976214,12,,0.0125,medium,80,83,70,72,yes,TRUE,1253.8566,1253.8566,20,0.804717222049156,15.6732075,1.19939465287617,359434,1238.8286,1.01213081454529
BRN,2005,2,12,40,,1072,0.0111940298507463,12,0.0373134328358209,0.0373134328358209,12,,0.0116279069767442,medium,80,83,70,72,yes,TRUE,1279.3497,1279.3497,20,0.83792570553618,14.8761593023256,0.891379249172103,365112,1265.3166,1.01109058396926
BRN,2006,2,10,40,,1095,0.0091324200913242,10,0.0365296803652968,0.0365296803652968,10,,0.00947867298578199,medium,80,83,70,72,yes,TRUE,1317.304,1317.304,20,0.831243205820373,12.4862938388626,0.776114886044788,370262,1283.5811,1.02627251211474
BRN,2007,4,9,68,,1174,0.00766609880749574,9,0.0579216354344123,0.0579216354344123,9,,0.0081374321880651,medium,80,83,70,72,yes,TRUE,1358.7738,1358.7738,20,0.864014304662042,11.0569296564195,0.63175906997872,374967,1292.9806,1.0508849088687
BRN,2008,1,8,49,,1091,0.00733272227314391,8,0.0449129239230064,0.0449129239230064,8,,0.00767754318618042,medium,80,83,70,72,yes,TRUE,1399.2457,1399.2457,20,0.779705808636753,10.7427692898273,0.920779302994923,379418,1301.1682,1.07537649629003
BRN,2009,1,11,96,,1171,0.00939368061485909,11,0.0819812126387703,0.0819812126387703,11,,0.0102325581395349,medium,80,83,70,72,yes,TRUE,1422.7986,1422.7986,20,0.82302583092224,14.5588693953488,1.17757078913609,383902,1343.5618,1.05897518074718
BRN,2010,0,12,101,,1208,0.00993377483443709,12,0.0836092715231788,0.0836092715231788,12,,0.010840108401084,medium,80,83,70,72,yes,TRUE,1449.953,1449.953,20,0.833130453194,15.717647696477,1.21734743235092,388634,1390.5134,1.04274651362583
BRN,2011,1,4,61,2,1235,0.00323886639676113,4,0.0493927125506073,0.0493927125506073,6,0.333333333333333,0.00511073253833049,medium,80,83,70,72,yes,TRUE,1512.1843,1512.1843,20,0.816699393056786,7.72836950596252,0.556561591038177,393687,1431.8859,1.05607876996344
BRN,2012,1,12,59,2,1216,0.00986842105263158,12,0.0485197368421053,0.0485197368421053,14,0.142857142857143,0.0121002592912705,medium,80,83,70,72,yes,TRUE,1589.387,1589.387,20,0.765074837028364,19.2319948141746,1.7968160202499,398997,1479.6543,1.07416103883184
BRN,2013,5,9,52,10,1400,0.00642857142857143,9,0.0371428571428571,0.0371428571428571,19,0.526315789473684,0.0140949554896142,medium,80,83,70,72,yes,TRUE,1669.0907,1669.0907,20,0.838780061502949,23.5257591246291,1.40094630292258,404414,1546.2673,1.07943219131647
BRN,2014,1,14,68,3,1470,0.00952380952380953,14,0.0462585034013605,0.0462585034013605,17,0.176470588235294,0.0121255349500713,medium,80,83,70,72,yes,TRUE,1762.9843,1762.9843,20,0.833813437816775,21.377127746077,1.37603557336451,409778,1598.8568,1.10265303309214
BRN,2015,2,14,75,1,1547,0.00904977375565611,14,0.048480930833872,0.048480930833872,15,0.0666666666666667,0.0101902173913043,medium,80,83,70,72,yes,TRUE,1855.1757,1855.1757,20,0.833883281243928,18.9046436820652,1.23026495858117,414914,1654.2569,1.12145562155431
BRN,2016,4,11,71,4,1632,0.00674019607843137,11,0.0435049019607843,0.0435049019607843,15,0.266666666666667,0.00960922485586163,medium,80,83,70,72,yes,TRUE,1965.7751,1965.7751,20,0.830206873614383,18.8895749519539,1.22454029310292,419791,1704.4115,1.15334536290092
BRN,2017,2,14,49,4,1696,0.00825471698113208,14,0.0288915094339623,0.0288915094339623,18,0.222222222222222,0.0109289617486339,medium,80,83,70,72,yes,TRUE,2062.4667,2062.4667,20,0.822316306973587,22.5406196721311,1.42150529312924,424481,1765.4974,1.16820715793747
BRN,2018,,8,62,4,1612,0.00496277915632754,8,0.0384615384615385,0.0384615384615385,12,0.333333333333333,0.00774193548387097,medium,80,83,70,72,yes,TRUE,2154.3027,2154.3027,20,0.748269962248109,16.678472516129,1.6256203182859,428960,1826.0906,1.17973483900525
BRN,2019,,14,66,3,1757,0.00796812749003984,14,0.0375640295959021,0.0375640295959021,17,0.176470588235294,0.010053222945003,medium,80,83,70,72,yes,TRUE,2234.668,2234.668,20,0.786246547585592,22.4656156120639,1.8057120503518,433296,1880.299,1.18846417511258
CAN,2000,511,81,2736,57,218055,0.00037146591456284,81,0.0125472931141226,0.0125472931141226,138,0.41304347826087,0.000640909534225963,high,100,100,90,92,yes,TRUE,218053,218053,20,1,139.752246666574,0.443948451924525,30588379,214554.57,1.01630554874688
CAN,2001,435,108,3064,37,219535,0.000491948891976223,108,0.0139567722686588,0.0139567722686588,145,0.255172413793103,0.000669835682377778,high,100,100,90,92,yes,TRUE,219549.2,219549.2,20,0.999935322014382,147.061888197495,0.522802019958253,30880072,215897.58,1.01691366804575
CAN,2002,405,102,3072,41,223600,0.000456171735241503,102,0.0137388193202147,0.0137388193202147,143,0.286713286713287,0.000648443735035914,high,100,100,90,92,yes,TRUE,223607.4,223607.4,20,0.999966906283066,144.99681763767,0.506175179833674,31178260,218656.03,1.0226445618719
CAN,2003,440,93,3078,36,226165,0.000411204209316207,93,0.0136095328631751,0.0136095328631751,129,0.27906976744186,0.000578249741132383,high,100,100,90,92,yes,TRUE,226172.1,226172.1,20,0.999968607975962,130.783958276368,0.452157218572151,31488046,221034.18,1.02324491171456
CAN,2004,420,70,2682,32,226580,0.000308941654161885,70,0.0118368788066025,0.0118368788066025,102,0.313725490196078,0.000455564587446069,high,100,100,90,92,yes,TRUE,226583.2,226583.2,20,0.99998587715241,103.22328203021,0.309488200997242,31815490,221997.25,1.02065768832722
CAN,2005,468,87,2460,42,230129,0.000378048833480352,87,0.0106896566708238,0.0106896566708238,129,0.325581395348837,0.000566612055220518,high,100,100,90,92,yes,TRUE,230135.4,230135.4,20,0.999972190284502,130.397491972996,0.353157845602826,32164313,224339.99,1.02583315618406
CAN,2006,428,90,3090,35,228066,0.000394622609244692,90,0.0135487095840678,0.0135487095840678,125,0.28,0.000555614821136477,high,100,100,90,92,yes,TRUE,228117.3,228117.3,20,0.999775115697056,126.745352837636,0.442430722464687,32536994,224995.73,1.01387390774038
CAN,2007,422,93,2462,34,235212,0.000395387990408653,93,0.0104671530364097,0.0104671530364097,127,0.267716535433071,0.000545649838882922,high,100,100,90,92,yes,TRUE,235250.2,235250.2,20,0.999837619691715,128.364233727175,0.344722080735432,32930795,228645.84,1.02888467159516
CAN,2008,407,92,2310,39,238612,0.000385563173687828,92,0.00968098838281394,0.00968098838281394,131,0.297709923664122,0.000554375333259981,high,100,100,90,92,yes,TRUE,238647.4,238647.4,20,0.999851664003044,132.300231906628,0.328284318281067,33337638,231107.23,1.03262628347889
CAN,2009,355,61,2228,23,238416,0.000255855311724045,61,0.00934501040198644,0.00934501040198644,84,0.273809523809524,0.000355648889867394,high,100,100,90,92,yes,TRUE,238444.3,238444.3,20,0.999881314000796,84.8024505902078,0.202529096807084,33746093,232020.59,1.02768594804452
CAN,2010,336,67,2424,23,240075,0.000279079454337186,67,0.01009684473602,0.01009684473602,90,0.255555555555556,0.000378706590757035,high,100,100,90,92,yes,TRUE,240086.4,240086.4,20,0.999952517093846,90.9223020311297,0.232938399550828,34147566,233751.06,1.02710293591824
CAN,2011,303,76,3017,22,242074,0.000313953584441121,76,0.0124631311086693,0.0124631311086693,98,0.224489795918367,0.000409944071915903,high,100,100,90,92,yes,TRUE,242068.4,242068.4,20,1,99.2345055781676,0.313095311295354,34539156,235693.38,1.02704793830018
CAN,2012,276,68,2331,26,246596,0.000275754675663839,68,0.00945270807312365,0.00945270807312365,94,0.276595744680851,0.000384827953247498,high,100,100,90,92,yes,TRUE,246601,246601,20,0.999979724332018,94.8989580987862,0.226888795077854,34922031,240119.74,1.02699178334942
CAN,2013,241,82,2397,23,252338,0.000324960965054807,82,0.00949916381995577,0.00949916381995577,105,0.219047619047619,0.000420099143397842,high,100,100,90,92,yes,TRUE,252341.5,252341.5,20,0.999986129907288,106.008447993727,0.254533349279374,35296535,244465.88,1.0322156204375
CAN,2014,205,81,2599,25,258821,0.000312957603903856,81,0.0100416890437793,0.0100416890437793,106,0.235849056603774,0.000413703741286853,high,100,100,90,92,yes,TRUE,258827.1,258827.1,20,0.999976432143311,107.077739616426,0.272174344391536,35664338,250743.62,1.0322380286286
CAN,2015,190,107,3460,15,264333,0.000404792439839142,107,0.0130895499237704,0.0130895499237704,122,0.122950819672131,0.00046766050913663,high,100,100,90,92,yes,TRUE,264339.2,264339.2,20,0.999976545287267,123.621004856769,0.410635756703973,36026668,255203.45,1.03579790947184
CAN,2016,175,88,5283,12,267213,0.000329325294802274,88,0.0197707446868229,0.0197707446868229,100,0.12,0.000381781391974955,high,100,100,90,92,yes,TRUE,267206.3,267206.3,20,1,102.014393158477,0.514395104661776,36382942,261079.87,1.02346573100408
CAN,2017,139,92,4143,9,276689,0.000332503279855722,92,0.0149734900917637,0.0149734900917637,101,0.0891089108910891,0.00037057964527089,high,100,100,90,92,yes,TRUE,276699.5,276699.5,20,0.999962052696156,102.539202556633,0.390664858243173,36732091,267187,1.03560240580567
CAN,2018,142,84,8551,15,283706,0.00029608115443452,84,0.0301403565663046,0.0301403565663046,99,0.151515151515152,0.000359797205211608,high,100,100,90,92,yes,TRUE,274820.6,274820.6,20,1,98.8796838145772,0.768221708035878,37074558,280110.21,0.981115968603929
CAN,2019,103,72,8085,5,284082,0.000253447948127653,72,0.0284600925085011,0.0284600925085011,77,0.0649350649350649,0.000278988539730504,high,100,100,90,92,yes,TRUE,278180.6,278180.6,20,1,77.6091993753555,0.568367026588828,37411038,288192.85,0.965258506586822
CHE,2000,135,33,2003,12,62545,0.000527620113518267,33,0.03202494204173,0.03202494204173,45,0.266666666666667,0.000743285652935153,high,100,100,84,88,yes,TRUE,61970.63,61970.63,18,1,46.0618801823528,0.380983226542123,7143764,62553.604,0.990680409077629
CHE,2001,125,24,2072,14,61283,0.000391625736337973,24,0.0338103552371783,0.0338103552371783,38,0.368421052631579,0.000641772643596629,high,100,100,84,88,yes,TRUE,61058.77,61058.77,18,1,39.1858482376585,0.342812473815797,7179174,61791.798,0.988137131080083
CHE,2002,101,24,2515,9,61768,0.000388550705867116,24,0.0407168760523248,0.0407168760523248,33,0.272727272727273,0.000556933826135386,high,100,100,84,88,yes,TRUE,60462.26,60462.26,18,1,33.6734777985925,0.357318602701383,7220378,61958.802,0.975846175979968
CHE,2003,92,17,2789,10,63070,0.000269541778975741,17,0.0442207071507848,0.0442207071507848,27,0.37037037037037,0.000447902324115393,high,100,100,84,88,yes,TRUE,62274.37,62274.37,18,1,27.8928350558219,0.322627017512514,7268363,62229.768,1.00071673093816
CHE,2004,83,16,2653,12,60180,0.000265869059488202,16,0.0440844134263875,0.0440844134263875,28,0.428571428571429,0.000486727971213517,high,100,100,84,88,yes,TRUE,59286.35,59286.35,18,1,28.8563248561545,0.332695212002094,7323728,61314.079,0.966928819072696
CHE,2005,75,21,2389,8,61124,0.000343563902885937,21,0.0390844839997382,0.0390844839997382,29,0.275862068965517,0.000493743083340427,high,100,100,84,88,yes,TRUE,59740.55,59740.55,18,1,29.496483357453,0.29993657419322,7386818,61259.106,0.975210934354804
CHE,2006,77,24,2150,9,60283,0.000398122190335584,24,0.0356651128842294,0.0356651128842294,33,0.272727272727273,0.000567663805411728,high,100,100,84,88,yes,TRUE,59317.52,59317.52,18,1,33.6724091307863,0.311336416627347,7457961,61211.205,0.969063098823165
CHE,2007,60,16,1759,12,61089,0.000261912946684346,16,0.0287940545761103,0.0287940545761103,28,0.428571428571429,0.000471936625653127,high,100,100,84,88,yes,TRUE,60310.59,60310.59,18,1,28.4627763357492,0.21096419844338,7536986,61404.1,0.982191580041072
CHE,2008,48,20,1780,13,61233,0.00032662126631065,20,0.0290692927016478,0.0290692927016478,33,0.393939393939394,0.000555060299732562,high,100,100,84,88,yes,TRUE,60596.08,60596.08,18,1,33.6344783274183,0.251750842778349,7622826,61625.105,0.983301854009011
CHE,2009,51,14,2152,12,62431,0.000224247569316525,14,0.0344700549406545,0.0344700549406545,26,0.461538461538462,0.000431327659715656,high,100,100,84,88,yes,TRUE,61804.14,61804.14,18,1,26.6578350669387,0.237925567212678,7713902,62231.721,0.993129211387228
