country,iso3,g.whoregion,row.rank.new,year.new,source.new,all.areas.covered.new,area.desc.new,surv.quality.new,dst.rlt.new,mdr.new,mdr.new.pcnt,mdr.new.pcnt.lo,mdr.new.pcnt.hi,dr.r.nh.new,dr.r.nh.new.pcnt,dr.r.nh.new.pcnt.lo,dr.r.nh.new.pcnt.hi,xpert.new,xpert.dr.r.new,xpert.dr.r.new.pcnt,xpert.dr.r.new.pcnt.lo,xpert.dr.r.new.pcnt.hi,r.rlt.new,rr.new,rr.new.pcnt,rr.new.pcnt.lo,rr.new.pcnt.hi,dst.rlt.hr.new,dst.rlt.hr.new.pcnt,dst.rlt.hr.new.pcnt.lo,dst.rlt.hr.new.pcnt.hi,dst.rlt.rr.new,dst.rlt.rr.new.pcnt,dst.rlt.rr.new.pcnt.lo,dst.rlt.rr.new.pcnt.hi
Israel,ISR,EUR,18,2003,Surveillance,1,,A,344,15,,,,,,,,,,,,,,,,,,,,,,,,,
Israel,ISR,EUR,19,2002,Surveillance,1,,A,348,13,,,,,,,,,,,,,,,,,,,,,,,,,
Israel,ISR,EUR,20,2001,Surveillance,1,,A,360,19,,,,,,,,,,,,,,,,,,,,,,,,,
Israel,ISR,EUR,21,2000,Surveillance,1,,A,404,37,,,,,,,,,,,,,,,,,,,,,,,,,
Israel,ISR,EUR,22,1999,Surveillance,1,,A,346,18,,,,,,,,,,,,,,,,,,,,,,,,,
Italy,ITA,EUR,1,2019,Surveillance,1,,N,1706,34,,,,,,,,,,,,,1706,41,,,,141,,,,41,,,
Italy,ITA,EUR,2,2015,Surveillance,1,,A,778,18,,,,4,,,,,,,,,,,,,,,,,,,,,
Italy,ITA,EUR,3,2012,Surveillance,1,,A,454,12,,,,1,,,,,,,,,,,,,,,,,,,,,
Italy,ITA,EUR,4,2011,Surveillance,1,,A,760,30,,,,,,,,,,,,,,,,,,,,,,,,,
Italy,ITA,EUR,5,2010,Surveillance,1,,A,836,23,,,,8,,,,,,,,,,,,,,,,,,,,,
Italy,ITA,EUR,6,2009,Surveillance,1,,A,1051,34,,,,6,,,,,,,,,,,,,,,,,,,,,
Italy,ITA,EUR,7,2007,pre-2010 TME data collection,1,,A,653,16,,,,,,,,,,,,,,,,,,,,,,,,,
Italy,ITA,EUR,8,2006,pre-2010 TME data collection,1,,A,847,28,,,,,,,,,,,,,,,,,,,,,,,,,
Italy,ITA,EUR,9,2005,Surveillance,1,,A,485,8,,,,3,,,,,,,,,,,,,,,,,,,,,
Italy,ITA,EUR,10,2004,Surveillance,1,,A,510,6,,,,5,,,,,,,,,,,,,,,,,,,,,
Italy,ITA,EUR,11,2003,Surveillance,1,,A,390,11,,,,3,,,,,,,,,,,,,,,,,,,,,
Italy,ITA,EUR,12,2002,Surveillance,1,,A,196,12,,,,2,,,,,,,,,,,,,,,,,,,,,
Italy,ITA,EUR,13,2001,Surveillance,1,,A,746,7,,,,10,,,,,,,,,,,,,,,,,,,,,
Italy,ITA,EUR,14,2000,Surveillance,1,,A,688,8,,,,3,,,,,,,,,,,,,,,,,,,,,
Italy,ITA,EUR,15,1999,Surveillance,1,,A,683,8,,,,7,,,,,,,,,,,,,,,,,,,,,
Jamaica,JAM,AMR,1,2020,Surveillance,1,,N,37,0,,,,,,,,,,,,,37,0,,,,0,,,,0,,,
Jamaica,JAM,AMR,2,2019,Surveillance,1,,N,0,0,,,,,,,,,,,,,49,0,,,,0,,,,0,,,
Jamaica,JAM,AMR,3,2018,Surveillance,1,,N,0,0,,,,,,,,,,,,,45,0,,,,0,,,,0,,,
Jamaica,JAM,AMR,4,2013,Surveillance,1,,A,42,1,,,,0,,,,17,0,,,,,,,,,,,,,,,,
Jordan,JOR,EMR,1,2020,Surveillance,1,,A,,,,,,,,,,,,,,,110,1,,,,,,,,,,,
Jordan,JOR,EMR,2,2019,Surveillance,1,,N,76,2,,,,,,,,,,,,,76,2,,,,2,,,,2,,,
Jordan,JOR,EMR,3,2009,Surveillance,1,,A,95,6,,,,0,,,,,,,,,,,,,,,,,,,,,
Jordan,JOR,EMR,4,2004,Survey,1,,A,111,,5.41,2.01,11.39,,6.31,2.57,12.56,,,,,,,,,,,,,,,,,,
Japan,JPN,WPR,1,2002,Surveillance,1,,A,2705,19,,,,9,,,,,,,,,,,,,,,,,,,,,
Japan,JPN,WPR,2,1997,Surveillance,1,,A,1374,12,,,,7,,,,,,,,,,,,,,,,,,,,,
Kazakhstan,KAZ,EUR,1,2020,Surveillance,1,,A,4858,1340,,,,,,,,,,,,,4858,1758,,,,2279,,,,1758,,,
Kazakhstan,KAZ,EUR,2,2019,Surveillance,1,,A,3712,756,,,,,,,,,,,,,5687,1534,,,,1524,,,,1318,,,
Kazakhstan,KAZ,EUR,3,2018,Surveillance,1,,A,2717,435,,,,,,,,,,,,,6298,1706,,,,1689,,,,1463,,,
Kazakhstan,KAZ,EUR,4,2015,Surveillance,1,,A,5459,1310,,,,133,,,,,,,,,,,,,,,,,,,,,
Kazakhstan,KAZ,EUR,5,2013,Surveillance,1,,A,7589,1997,,,,206,,,,,,,,,,,,,,,,,,,,,
Kazakhstan,KAZ,EUR,6,2012,Surveillance,1,,A,8154,1864,,,,326,,,,,,,,,,,,,,,,,,,,,
Kazakhstan,KAZ,EUR,7,2011,Surveillance,1,,A,5293,1604,,,,25,,,,0,0,,,,,,,,,,,,,,,,
Kazakhstan,KAZ,EUR,8,2001,Survey,1,,A,359,,14.21,10.76,18.25,,1.39,0.45,3.22,,,,,,,,,,,,,,,,,,
Kenya,KEN,AFR,1,2020,Surveillance,1,,A,261,3,,,,,,,,,,,,,32771,285,,,,145,,,,84,,,
Kenya,KEN,AFR,2,2014,Survey,1,,A,1680,,0.7,0.2,1.1,,0.6,0.3,1.2,,,,,,,,,,,,,,,,,,
Kenya,KEN,AFR,3,1995,Survey,1,,A,445,,0,0,0.67,,0,0,0.67,,,,,,,,,,,,,,,,,,
Kyrgyzstan,KGZ,EUR,1,2020,Surveillance,1,,A,1741,391,,,,,,,,,,,,,1741,493,,,,650,,,,493,,,
Kyrgyzstan,KGZ,EUR,2,2019,Surveillance,1,,A,2333,589,,,,,,,,,,,,,2375,700,,,,1000,,,,700,,,
Kyrgyzstan,KGZ,EUR,3,2018,Surveillance,1,,A,1722,523,,,,,,,,,,,,,2291,663,,,,908,,,,663,,,
Kyrgyzstan,KGZ,EUR,4,2017,Surveillance,1,,A,1749,392,,,,,,,,,,,,,2282,584,,,,798,,,,428,,,
Kyrgyzstan,KGZ,EUR,5,2016,Surveillance,1,,A,1815,398,,,,30,,,,373,169,,,,,,,,,,,,,,,,
Kyrgyzstan,KGZ,EUR,6,2011,Survey,1,,A,504,,26.4,22.6,30.5,,5.6,3.7,7.9,,,,,,,,,,,,,,,,,,
Cambodia,KHM,WPR,1,2018,Survey,1,,A,,,,,,,,,,,,,,,1701,,1.8,1.2,2.8,,,,,,,,
Cambodia,KHM,WPR,2,2007,Survey,1,,A,781,,1.4,0.7,2.5,,0.4,0.1,1.2,,,,,,,,,,,,,,,,,,
Cambodia,KHM,WPR,3,2001,Survey,1,,A,638,,0,0,0.47,,0.63,0.17,1.61,,,,,,,,,,,,,,,,,,
Kiribati,KIR,WPR,1,2020,Surveillance,1,,A,,,,,,,,,,,,,,,174,5,,,,,,,,,,,
Kiribati,KIR,WPR,2,2019,Surveillance,1,,A,1,,,,,,,,,,,,,,188,1,,,,0,,,,1,,,
Kiribati,KIR,WPR,3,2018,Surveillance,1,,A,0,0,,,,,,,,,,,,,158,3,,,,0,,,,0,,,
Saint Kitts and Nevis,KNA,AMR,1,2019,Surveillance,1,,N,2,0,,,,,,,,,,,,,2,0,,,,0,,,,0,,,
Saint Kitts and Nevis,KNA,AMR,2,2017,Surveillance,1,,A,0,,,,,,,,,,,,,,1,0,,,,,,,,,,,
Republic of Korea,KOR,WPR,1,2020,Surveillance,1,,A,10623,214,,,,,,,,,,,,,10623,333,,,,849,,,,333,,,
Republic of Korea,KOR,WPR,2,2019,Surveillance,1,,A,11887,297,,,,,,,,,,,,,13072,429,,,,1060,,,,404,,,
Republic of Korea,KOR,WPR,3,2018,Surveillance,1,,A,12831,321,,,,,,,,,,,,,13814,443,,,,1115,,,,427,,,
Republic of Korea,KOR,WPR,4,2017,Surveillance,1,,A,12739,320,,,,,,,,,,,,,13558,440,,,,1124,,,,428,,,
Republic of Korea,KOR,WPR,5,2016,Surveillance,1,,A,13428,369,,,,98,,,,541,9,,,,,,,,,,,,,,,,
Republic of Korea,KOR,WPR,6,2004,Survey,1,,A,2636,,2.69,2.1,3.4,,1.02,0.67,1.49,,,,,,,,,,,,,,,,,,
Republic of Korea,KOR,WPR,7,2003,Survey,1,,A,1348,,2.37,1.62,3.35,,0.82,0.41,1.46,,,,,,,,,,,,,,,,,,
Republic of Korea,KOR,WPR,8,1999,Survey,1,,A,2370,,2.19,1.64,2.88,,0.76,0.45,1.2,,,,,,,,,,,,,,,,,,
Kuwait,KWT,EMR,1,2020,Surveillance,1,,N,299,6,,,,,,,,,,,,,299,7,,,,18,,,,7,,,
Kuwait,KWT,EMR,2,2019,Surveillance,1,,N,333,3,,,,,,,,,,,,,333,4,,,,7,,,,4,,,
Kuwait,KWT,EMR,3,2018,Surveillance,1,,N,333,2,,,,,,,,,,,,,333,5,,,,5,,,,3,,,
Kuwait,KWT,EMR,4,2017,Surveillance,1,,A,373,4,,,,,,,,,,,,,373,6,,,,7,,,,6,,,
Kuwait,KWT,EMR,5,2016,Surveillance,1,,A,360,9,,,,1,,,,17,0,,,,,,,,,,,,,,,,
Kuwait,KWT,EMR,6,2015,Surveillance,1,,A,536,8,,,,1,,,,5,0,,,,,,,,,,,,,,,,
Kuwait,KWT,EMR,7,2014,Surveillance,1,,A,319,7,,,,2,,,,0,0,,,,,,,,,,,,,,,,
Kuwait,KWT,EMR,8,2013,Surveillance,1,,A,440,3,,,,0,,,,0,0,,,,,,,,,,,,,,,,
Kuwait,KWT,EMR,9,2011,Surveillance,1,,A,282,0,,,,0,,,,0,0,,,,,,,,,,,,,,,,
Kuwait,KWT,EMR,10,2010,Surveillance,1,,A,437,5,,,,1,,,,,,,,,,,,,,,,,,,,,
Kuwait,KWT,EMR,11,2009,Surveillance,1,,A,427,9,,,,0,,,,,,,,,,,,,,,,,,,,,
Lao People's Democratic Republic,LAO,WPR,1,2020,Surveillance,1,,A,,,,,,,,,,,,,,,3810,29,,,,,,,,,,,
Lao People's Democratic Republic,LAO,WPR,2,2019,Surveillance,1,,A,,,,,,,,,,,,,,,3243,33,,,,,,,,,,,
Lao People's Democratic Republic,LAO,WPR,3,2018,Survey,1,,A,776,,0.5,0,1,,,,,,,,,,897,,1.2,0.5,2,,4.8,3.4,6.5,,1.4,0.7,2.5
Lebanon,LBN,EMR,1,2020,Surveillance,1,,A,23,1,,,,,,,,,,,,,327,2,,,,3,,,,2,,,
Lebanon,LBN,EMR,2,2019,Surveillance,1,,N,27,7,,,,,,,,,,,,,405,9,,,,7,,,,9,,,
Lebanon,LBN,EMR,3,2018,Surveillance,1,,A,17,3,,,,,,,,,,,,,303,3,,,,3,,,,3,,,
Lebanon,LBN,EMR,4,2017,Surveillance,1,,A,107,5,,,,,,,,,,,,,286,5,,,,10,,,,5,,,
Lebanon,LBN,EMR,5,2017,Survey,1,,A,228,,0.87,0.1,3.1,,,,,,,,,,228,,1.3,0.3,3.8,,,,,,1.3,0.3,3.8
Lebanon,LBN,EMR,6,2003,Survey,1,,A,190,,1.05,0.13,3.75,,1.58,0.33,4.54,,,,,,,,,,,,,,,,,,
Liberia,LBR,AFR,1,2020,Surveillance,1,,N,,,,,,,,,,,,,,,3370,39,,,,,,,,,,,
Libya,LBY,EMR,1,2020,Surveillance,1,,N,0,0,,,,,,,,,,,,,732,12,,,,0,,,,0,,,
Saint Lucia,LCA,AMR,1,2018,Surveillance,1,,N,0,0,,,,,,,,,,,,,5,0,,,,0,,,,0,,,
Saint Lucia,LCA,AMR,2,2013,Surveillance,1,,A,0,0,,,,0,,,,5,0,,,,,,,,,,,,,,,,
Sri Lanka,LKA,SEA,1,2018,Survey,1,,A,1052,,0.1,0,0.5,,,,,,,,,,1421,,0.1,0,0.5,,0.2,0,0.7,,0.2,0,0.7
Sri Lanka,LKA,SEA,2,2006,Survey,1,,A,561,,0.18,0,0.99,,0.36,0.04,1.29,,,,,,,,,,,,,,,,,,
Lesotho,LSO,AFR,1,2020,Surveillance,1,,A,109,3,,,,,,,,,,,,,2209,109,,,,3,,,,109,,,
Lesotho,LSO,AFR,2,2019,Surveillance,1,,A,,33,,,,,,,,,,,,,3431,179,,,,,,,,90,,,
Lesotho,LSO,AFR,3,2014,Survey,1,,A,1409,,3.2,2.2,4.1,,1.6,1,2.3,,,,,,,,,,,,,,,,,,
Lesotho,LSO,AFR,4,1995,Survey,1,,A,330,,0.91,0.19,2.63,,0,0,0.9,,,,,,,,,,,,,,,,,,
Lithuania,LTU,EUR,1,2020,Surveillance,1,,A,483,60,,,,,,,,,,,,,483,61,,,,97,,,,61,,,
Lithuania,LTU,EUR,2,2019,Surveillance,1,,A,725,90,,,,,,,,,,,,,725,100,,,,162,,,,100,,,
Lithuania,LTU,EUR,3,2018,Surveillance,1,,A,751,88,,,,,,,,,,,,,751,96,,,,161,,,,96,,,
Lithuania,LTU,EUR,4,2017,Surveillance,1,,A,855,110,,,,,,,,,,,,,855,118,,,,207,,,,118,,,
Lithuania,LTU,EUR,5,2015,Surveillance,1,,A,894,104,,,,5,,,,,,,,,,,,,,,,,,,,,
Lithuania,LTU,EUR,6,2014,Surveillance,1,,A,938,128,,,,5,,,,,,,,,,,,,,,,,,,,,
Lithuania,LTU,EUR,7,2013,Surveillance,1,,A,1006,116,,,,13,,,,,,,,,,,,,,,,,,,,,
Lithuania,LTU,EUR,8,2012,Surveillance,1,,A,1017,116,,,,8,,,,,,,,,,,,,,,,,,,,,
Lithuania,LTU,EUR,9,2011,Surveillance,1,,A,1031,114,,,,5,,,,,,,,,,,,,,,,,,,,,
Lithuania,LTU,EUR,10,2010,Surveillance,1,,A,998,128,,,,4,,,,,,,,,,,,,,,,,,,,,
Lithuania,LTU,EUR,11,2009,Surveillance,1,,A,1074,114,,,,5,,,,,,,,,,,,,,,,,,,,,
Lithuania,LTU,EUR,12,2008,Surveillance,1,,A,1259,113,,,,,,,,,,,,,,,,,,,,,,,,,
Lithuania,LTU,EUR,13,2007,pre-2010 TME data collection,1,,A,1257,126,,,,,,,,,,,,,,,,,,,,,,,,,
Lithuania,LTU,EUR,14,2006,pre-2010 TME data collection,1,,A,1346,128,,,,,,,,,,,,,,,,,,,,,,,,,
Lithuania,LTU,EUR,15,2005,Surveillance,1,,A,1293,127,,,,1,,,,,,,,,,,,,,,,,,,,,
Lithuania,LTU,EUR,16,2004,Surveillance,1,,A,1128,104,,,,4,,,,,,,,,,,,,,,,,,,,,
Lithuania,LTU,EUR,17,2003,Surveillance,1,,A,955,86,,,,1,,,,,,,,,,,,,,,,,,,,,
Lithuania,LTU,EUR,18,2002,Surveillance,1,,A,925,84,,,,3,,,,,,,,,,,,,,,,,,,,,
Lithuania,LTU,EUR,19,2001,Surveillance,1,,A,972,75,,,,4,,,,,,,,,,,,,,,,,,,,,
Lithuania,LTU,EUR,20,2000,Surveillance,1,,A,701,61,,,,6,,,,,,,,,,,,,,,,,,,,,
Lithuania,LTU,EUR,21,1999,Surveillance,1,,A,819,64,,,,19,,,,,,,,,,,,,,,,,,,,,
Luxembourg,LUX,EUR,1,2020,Surveillance,1,,A,18,0,,,,,,,,,,,,,18,0,,,,1,,,,0,,,
Luxembourg,LUX,EUR,2,2014,Surveillance,1,,A,0,0,,,,0,,,,,,,,,,,,,,,,,,,,,
Luxembourg,LUX,EUR,3,2012,Surveillance,1,,A,0,0,,,,0,,,,,,,,,,,,,,,,,,,,,
Luxembourg,LUX,EUR,4,2011,Surveillance,1,,A,0,0,,,,0,,,,,,,,,,,,,,,,,,,,,
Luxembourg,LUX,EUR,5,2009,Surveillance,1,,A,0,0,,,,0,,,,,,,,,,,,,,,,,,,,,
Luxembourg,LUX,EUR,6,2006,pre-2010 TME data collection,1,,A,33,0,,,,,,,,,,,,,,,,,,,,,,,,,
Luxembourg,LUX,EUR,7,2005,Surveillance,1,,A,36,0,,,,0,,,,,,,,,,,,,,,,,,,,,
Luxembourg,LUX,EUR,8,2004,Surveillance,1,,A,31,1,,,,0,,,,,,,,,,,,,,,,,,,,,
Luxembourg,LUX,EUR,9,2003,Surveillance,1,,A,53,1,,,,0,,,,,,,,,,,,,,,,,,,,,
Luxembourg,LUX,EUR,10,2002,Surveillance,1,,A,31,0,,,,0,,,,,,,,,,,,,,,,,,,,,
Luxembourg,LUX,EUR,11,2001,Surveillance,1,,A,28,0,,,,0,,,,,,,,,,,,,,,,,,,,,
Luxembourg,LUX,EUR,12,2000,Surveillance,1,,A,39,0,,,,0,,,,,,,,,,,,,,,,,,,,,
Latvia,LVA,EUR,1,2017,Surveillance,1,,A,364,28,,,,,,,,,,,,,364,29,,,,92,,,,29,,,
Latvia,LVA,EUR,2,2016,Surveillance,1,,A,422,32,,,,0,,,,,,,,,,,,,,,,,,,,,
Latvia,LVA,EUR,3,2015,Surveillance,1,,A,458,36,,,,0,,,,,,,,,,,,,,,,,,,,,
Latvia,LVA,EUR,4,2014,Surveillance,1,,A,466,38,,,,0,,,,,,,,,,,,,,,,,,,,,
Latvia,LVA,EUR,5,2013,Surveillance,1,,A,545,48,,,,0,,,,,,,,,,,,,,,,,,,,,
Latvia,LVA,EUR,6,2012,Surveillance,1,,A,666,74,,,,0,,,,,,,,,,,,,,,,,,,,,
Latvia,LVA,EUR,7,2011,Surveillance,1,,A,562,71,,,,1,,,,,,,,,,,,,,,,,,,,,
Latvia,LVA,EUR,8,2010,Surveillance,1,,A,613,64,,,,0,,,,,,,,,,,,,,,,,,,,,
Latvia,LVA,EUR,9,2009,Surveillance,1,,A,618,83,,,,2,,,,,,,,,,,,,,,,,,,,,
Latvia,LVA,EUR,10,2008,Surveillance,1,,A,684,83,,,,,,,,,,,,,,,,,,,,,,,,,
Latvia,LVA,EUR,11,2007,pre-2010 TME data collection,1,,A,810,58,,,,,,,,,,,,,,,,,,,,,,,,,
Latvia,LVA,EUR,12,2006,pre-2010 TME data collection,1,,A,796,85,,,,,,,,,,,,,,,,,,,,,,,,,
Latvia,LVA,EUR,13,2005,Surveillance,1,,A,873,94,,,,0,,,,,,,,,,,,,,,,,,,,,
Latvia,LVA,EUR,14,2004,Surveillance,1,,A,895,114,,,,1,,,,,,,,,,,,,,,,,,,,,
Latvia,LVA,EUR,15,2003,Surveillance,1,,A,965,80,,,,0,,,,,,,,,,,,,,,,,,,,,
Latvia,LVA,EUR,16,2002,Surveillance,1,,A,953,91,,,,2,,,,,,,,,,,,,,,,,,,,,
Latvia,LVA,EUR,17,2001,Surveillance,1,,A,911,99,,,,3,,,,,,,,,,,,,,,,,,,,,
Latvia,LVA,EUR,18,2000,Surveillance,1,,A,897,83,,,,0,,,,,,,,,,,,,,,,,,,,,
Latvia,LVA,EUR,19,1999,Surveillance,1,,A,825,86,,,,0,,,,,,,,,,,,,,,,,,,,,
Latvia,LVA,EUR,20,1998,Surveillance,1,,A,789,71,,,,0,,,,,,,,,,,,,,,,,,,,,
Latvia,LVA,EUR,21,1996,Surveillance,1,,A,347,50,,,,1,,,,,,,,,,,,,,,,,,,,,
"China, Macao SAR",MAC,WPR,1,2020,Surveillance,1,,A,209,3,,,,,,,,,,,,,209,4,,,,20,,,,4,,,
"China, Macao SAR",MAC,WPR,2,2019,Surveillance,1,,A,221,2,,,,,,,,,,,,,224,5,,,,19,,,,4,,,
"China, Macao SAR",MAC,WPR,3,2018,Surveillance,1,,A,203,4,,,,,,,,,,,,,203,4,,,,17,,,,4,,,
"China, Macao SAR",MAC,WPR,4,2015,Surveillance,1,,A,243,3,,,,3,,,,0,0,,,,,,,,,,,,,,,,
"China, Macao SAR",MAC,WPR,5,2014,Surveillance,1,,A,230,4,,,,0,,,,0,0,,,,,,,,,,,,,,,,
"China, Macao SAR",MAC,WPR,6,2013,Surveillance,1,,A,244,5,,,,1,,,,0,0,,,,,,,,,,,,,,,,
"China, Macao SAR",MAC,WPR,7,2012,Surveillance,1,,A,261,2,,,,1,,,,0,0,,,,,,,,,,,,,,,,
"China, Macao SAR",MAC,WPR,8,2011,Surveillance,1,,A,258,4,,,,0,,,,0,0,,,,,,,,,,,,,,,,
"China, Macao SAR",MAC,WPR,9,2010,Surveillance,1,,A,221,4,,,,3,,,,,,,,,,,,,,,,,,,,,
"China, Macao SAR",MAC,WPR,10,2009,Surveillance,1,,A,201,3,,,,2,,,,,,,,,,,,,,,,,,,,,
"China, Macao SAR",MAC,WPR,11,2008,Surveillance,1,,A,243,5,,,,,,,,,,,,,,,,,,,,,,,,,
"China, Macao SAR",MAC,WPR,12,2007,Surveillance,1,,A,251,4,,,,1,,,,,,,,,,,,,,,,,,,,,
"China, Macao SAR",MAC,WPR,13,2006,pre-2010 TME data collection,1,,A,251,7,,,,,,,,,,,,,,,,,,,,,,,,,
"China, Macao SAR",MAC,WPR,14,2005,Surveillance,1,,A,265,6,,,,1,,,,,,,,,,,,,,,,,,,,,
Morocco,MAR,EMR,1,2014,Survey,1,,A,1086,,1,0.3,1.7,,0,0,0.3,,,,,,,,,,,,,,,,,,
Morocco,MAR,EMR,2,2006,Survey,1,,A,1049,,0.48,0.15,1.11,,0.29,0.06,0.84,,,,,,,,,,,,,,,,,,
Morocco,MAR,EMR,1001,1998,Survey,0,Casablanca,A,510,,2.16,1.08,3.86,,0.2,0.01,1.09,,,,,,,,,,,,,,,,,,
Monaco,MCO,EUR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Republic of Moldova,MDA,EUR,1,2020,Surveillance,1,,N,659,166,,,,,,,,,,,,,840,218,,,,216,,,,168,,,
Republic of Moldova,MDA,EUR,2,2019,Surveillance,1,,N,1194,299,,,,,,,,,,,,,1342,441,,,,402,,,,301,,,
Republic of Moldova,MDA,EUR,3,2018,Surveillance,1,,A,1264,309,,,,,,,,,,,,,1397,402,,,,419,,,,346,,,
Republic of Moldova,MDA,EUR,4,2017,Surveillance,1,,A,1159,308,,,,,,,,,,,,,1444,399,,,,424,,,,316,,,
Republic of Moldova,MDA,EUR,5,2016,Surveillance,1,,A,1189,304,,,,6,,,,314,77,,,,,,,,,,,,,,,,
Republic of Moldova,MDA,EUR,6,2015,Surveillance,1,,A,1292,402,,,,18,,,,252,71,,,,,,,,,,,,,,,,
Republic of Moldova,MDA,EUR,7,2012,Surveillance,1,,A,1264,299,,,,4,,,,,,,,,,,,,,,,,,,,,
Republic of Moldova,MDA,EUR,8,2011,Surveillance,1,,A,1379,359,,,,15,,,,,,,,,,,,,,,,,,,,,
Republic of Moldova,MDA,EUR,9,2006,Surveillance,1,,A,825,160,,,,11,,,,,,,,,,,,,,,,,,,,,
Madagascar,MDG,AFR,1,2007,Survey,1,,A,810,,0.49,0.13,1.26,,0,0,0.37,,,,,,,,,,,,,,,,,,
Maldives,MDV,SEA,1,2019,Surveillance,1,,N,1,1,,,,,,,,,,,,,108,1,,,,1,,,,1,,,
Maldives,MDV,SEA,2,2016,Surveillance,1,,A,0,0,,,,0,,,,59,1,,,,,,,,,,,,,,,,
Mexico,MEX,AMR,1,2009,Survey,1,,A,1584,,2.4,2.1,2.8,,0.2,0.1,0.2,,,,,,,,,,,,,,,,,,
Mexico,MEX,AMR,1001,1997,Survey,0,"Baja California, Sinaloa, Oaxaca",A,334,,2.4,1.04,4.66,,1.2,0.33,3.04,,,,,,,,,,,,,,,,,,
Marshall Islands,MHL,WPR,1,2019,Surveillance,1,,N,0,0,,,,,,,,,,,,,30,0,,,,0,,,,0,,,
Marshall Islands,MHL,WPR,2,2018,Surveillance,1,,A,48,1,,,,,,,,,,,,,65,1,,,,1,,,,1,,,
Marshall Islands,MHL,WPR,3,2017,Surveillance,1,,A,67,0,,,,,,,,,,,,,67,0,,,,0,,,,0,,,
Marshall Islands,MHL,WPR,4,2014,Surveillance,1,,A,44,0,,,,0,,,,38,0,,,,,,,,,,,,,,,,
Marshall Islands,MHL,WPR,5,2013,Surveillance,1,,A,72,1,,,,0,,,,0,0,,,,,,,,,,,,,,,,
Marshall Islands,MHL,WPR,6,2012,Surveillance,1,,A,73,3,,,,0,,,,0,0,,,,,,,,,,,,,,,,
Marshall Islands,MHL,WPR,7,2011,Surveillance,1,,A,50,1,,,,0,,,,0,0,,,,,,,,,,,,,,,,
Marshall Islands,MHL,WPR,8,2010,Surveillance,1,,A,68,1,,,,0,,,,,,,,,,,,,,,,,,,,,
North Macedonia,MKD,EUR,1,2020,Surveillance,1,,A,81,0,,,,,,,,,,,,,81,1,,,,4,,,,1,,,
North Macedonia,MKD,EUR,2,2019,Surveillance,1,,A,106,0,,,,,,,,,,,,,126,1,,,,0,,,,1,,,
North Macedonia,MKD,EUR,3,2018,Surveillance,1,,A,128,2,,,,,,,,,,,,,128,0,,,,2,,,,2,,,
North Macedonia,MKD,EUR,4,2017,Surveillance,1,,A,136,0,,,,,,,,,,,,,136,0,,,,5,,,,0,,,
North Macedonia,MKD,EUR,5,2016,Surveillance,1,,A,131,2,,,,0,,,,18,0,,,,,,,,,,,,,,,,
North Macedonia,MKD,EUR,6,2015,Surveillance,1,,A,168,3,,,,1,,,,0,0,,,,,,,,,,,,,,,,
North Macedonia,MKD,EUR,7,2014,Surveillance,1,,A,146,2,,,,0,,,,8,1,,,,,,,,,,,,,,,,
North Macedonia,MKD,EUR,8,2013,Surveillance,1,,A,163,0,,,,1,,,,0,0,,,,,,,,,,,,,,,,
North Macedonia,MKD,EUR,9,2012,Surveillance,1,,A,155,0,,,,1,,,,0,0,,,,,,,,,,,,,,,,
North Macedonia,MKD,EUR,10,2011,Surveillance,1,,A,130,0,,,,3,,,,0,0,,,,,,,,,,,,,,,,
North Macedonia,MKD,EUR,11,2010,Surveillance,1,,A,153,2,,,,0,,,,,,,,,,,,,,,,,,,,,
North Macedonia,MKD,EUR,12,2009,Surveillance,1,,A,191,0,,,,3,,,,,,,,,,,,,,,,,,,,,
Mali,MLI,AFR,1,2019,Survey,1,,A,,,,,,,,,,,,,,,1105,,0.9,0.5,1.6,,,,,,,,
Malta,MLT,EUR,1,2019,Surveillance,1,,N,37,0,,,,,,,,,,,,,37,0,,,,2,,,,0,,,
Malta,MLT,EUR,2,2018,Surveillance,1,,N,27,0,,,,,,,,,,,,,27,0,,,,1,,,,0,,,
Malta,MLT,EUR,3,2017,Surveillance,1,,A,23,0,,,,,,,,,,,,,23,0,,,,2,,,,0,,,
Malta,MLT,EUR,4,2016,Surveillance,1,,A,33,0,,,,0,,,,,,,,,,,,,,,,,,,,,
Malta,MLT,EUR,5,2015,Surveillance,1,,A,13,0,,,,0,,,,,,,,,,,,,,,,,,,,,
Malta,MLT,EUR,6,2012,Surveillance,1,,A,13,0,,,,0,,,,,,,,,,,,,,,,,,,,,
Malta,MLT,EUR,7,2011,Surveillance,1,,A,17,0,,,,0,,,,,,,,,,,,,,,,,,,,,
Malta,MLT,EUR,8,2009,Surveillance,1,,A,17,0,,,,0,,,,,,,,,,,,,,,,,,,,,
Malta,MLT,EUR,9,2007,pre-2010 TME data collection,1,,A,18,1,,,,,,,,,,,,,,,,,,,,,,,,,
Malta,MLT,EUR,10,2006,pre-2010 TME data collection,1,,A,14,2,,,,,,,,,,,,,,,,,,,,,,,,,
Malta,MLT,EUR,11,2005,Surveillance,1,,A,11,0,,,,0,,,,,,,,,,,,,,,,,,,,,
Malta,MLT,EUR,12,2004,Surveillance,1,,A,7,0,,,,0,,,,,,,,,,,,,,,,,,,,,
